config_id,model,with_debate,num_turns,gold_label,prediction
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,REFUTES
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,SUPPORTS,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,REFUTES
no_debate,baseline,False,0,NOT ENOUGH INFO,SUPPORTS
no_debate,baseline,False,0,REFUTES,NOT ENOUGH INFO
no_debate,baseline,False,0,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,SUPPORTS,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
agent1_2turns,baseline,True,2,REFUTES,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,NOT ENOUGH INFO
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,REFUTES,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,REFUTES
agent1_2turns,baseline,True,2,NOT ENOUGH INFO,SUPPORTS
